titulo,autores,revista
Semillero de neurokinesiterapia acuática: vivencias del proceso formativo.,"J Godoy-Briceño, P Marcone-Dapelo","Revista F@ ro 1 (35), 2022"
Temperature differently affected methanogenic pathways and microbial communities in sub-Antarctic freshwater ecosystems,"C Lavergne, P Aguilar-Muñoz, N Calle, F Thalasso, MS Astorga-España, ...","Environment International 154, 106575, 2021"
"Methane and carbon dioxide cycles in lakes of the King George Island, maritime Antarctica","F Thalasso, A Sepúlveda-Jauregui, L Cabrol, C Lavergne, N Olgun, ...","Science of The Total Environment, 157485, 2022"
The biotechnological potential of microbial communities from Antarctic soils and sediments: Application to low temperature biogenic methane production,"P Aguilar-Muñoz, C Lavergne, R Chamy, L Cabrol","Journal of Biotechnology 351, 38-49, 2022"
Cuestionario de evaluación de la intencionalidad instruccional para alumnos en contextos universitarios,"A Villarroel, CDG Valle, AA García, PG Mora","Revista de orientacion educacional 29 (55), 103-124, 2015"
La Intencionalidad Instruccional en Profesores y alumnos y su incidencia en el rendimiento académico en contextos universitarios chilenos,"MAV Guerra, JJG Bernal, MEM Palacio",
Cuestionario de evaluación de la intencionalidad instruccional para alumnos en contextos universitarios chile,"MAV Guerra, CDG Valle, AA García, PG Mora","Revista de Orientación Educacional 29 (55), 103-124, 2015"
IMPLEMENTACIÓN DE UN MÓDULO REFERIDO A COMPETENCIAS EMOCIONALES EN LA FORMACIÓN DE POSTGRADO,"A Gallardo, N Carreño","Revista Inclusiones 7 (3), 117-131, 2020"
Las competencias emocionales en el currículum de las carreras de Pedagogía de la Universidad de Playa Ancha,A Gallardo Jaque,"Universitat de Girona, 2018"
Competencias emocionales y formación inicial docente en la Universidad de Playa Ancha,A Gallardo,"DIDAC, 18-24, 2018"
"Practicando las emociones: experiencias de autoperfeccionamiento en el Eje de las Prácticas de la Universidad de Playa Ancha, Valparaíso, Chile","A Jaque, P Almonacid","Revista Inclusiones, 133-143, 2017"
Dimensión socioemocional: implicancias para la formación por competencias en pedagogía,"AG Jaque, MS Riveros","Políticas Educativas–PolEd 15 (1), 2021"
DESARROLLO DE COMPETENCIAS EMOCIONALES PARA LA CREACIÓN DE AMBIENTES PROPICIOS PARA EL APRENDIZAJE EN TÉCNICOS Y EDUCADORAS DE PÁRVULOS DE UN JARDÍN INFANTIL Y SALA CUNA,"K Arias, A Gallardo","Revista Diálogos en Mercosur, 54-63, 2018"
INFLUENCIA QUE LOS PROFESORES LE ATRIBUYEN A LAS COMPETENCIAS EMOCIONALES EN LA CONVIVENCIA EN EL AULA,"N Carreño, A Gallardo","Revista 100-Cs 4 (3), 33-42, 2018"
COMPETENCIAS EMOCIONALES EN LA FORMACIÓN INICIAL DOCENTE,"AG Jaque, MLP Cabaní","Revista Ciencias de la Documentación, 25-42, 2017"
PARTICIPACIÓN DE LA FAMILIA EN EL PROCESO EDUCATIVO1,"GA Pulido, AG Jaque","REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES Y MULTIDISCIPLINARIA, 24-40, 2017"
"PERCEPTION, UNDERSTANDING AND EMOTIONAL REGULATION IN PEDAGOGY STUDENTS OF THE UNIVERSIDAD DE PLAYA ANCHA, CHILE",A Gallardo Jaque,"REVISTA INCLUSIONES 4 (2), 28-40, 2017"
Competencias emocionales en la Formación Inicial Docente= Emotional competences in initial teacher training,"A Gallardo Jaque, ML Pérez i Cabaní","Revista Ciencias de la Documentación, 2017, vol. 3, núm. 3, p. 25-42, 2017"
Education in Human Rights: A Challenge for the Careers of Pedagogy at the University of Playa Ancha,"AG Jaque, DR Salinas","US-China L. Rev. 14, 187, 2017"
"Percepción, Comprensión y Regulación emocional en estudiantes de Pedagogía de la Universidad de Playa Ancha, Chile","AG Jaque, AV Peñaloza","XII Jornades d’Educació Emocional, 105, 2017"
"MARCO GLOBAL DE COMPETENCIAS PARA LA ORIENTACIÓN EDUCACIONAL, VOCACIONAL Y LABORAL INFORME FINAL",DJS Lagos,"Universidad de Playa Ancha de Ciencias de la Educación, 2009"
Diseño y elaboración de instrumentos para un sistema integral de monitoreo y evaluación de desempeño docente basado en competencias,"PD Suazo, AG Jaque, MO Salvatierra, DR Salinas","Revista de orientacion educacional, 25-35, 2009"
Efectividad de un programa de educación emocional para el desarrollo de la competencia emocional en estudiantes de primer año de la carrera de Pedagogía en Educación Básica de …,AG Jaque,"XII Jornades d’Educació Emocional, 147, 0"
"Practicando las emociones: Experiencias de auto perfeccionamiento en el eje de las prácticas de la Universidad de Playa Ancha, Valparaíso, Chile Practicing emotions …","PM Almonacid, AG Jaque","XII Jornades d’Educació Emocional, 80, 0"
Funciones del software libre para la vigilancia tecnológica,P Arellano-Rojas,"Palabra clave 8 (1), 3-4, 2018"
Evaluación de la investigación científica: mejorando las políticas científicas en Latinoamérica,"P Arellano-Rojas, C Calisto-Breiding, P Peña-Pallauta","Revista Española de Documentación Científica 45 (3), e336-e336, 2022"
Alfabetización mediática e informativa de personas mayores en Chile: orientaciones basadas en sus necesidades e intereses cotidianos en contexto de COVID-19,"P Arellano-Rojas, C Calisto-Breiding, S Brignardello-Burgos, ...","Palabra clave 11 (2), 154-154, 2022"
"Transformando la evaluación científica en las políticas de Ciencia, Tecnología e Innovación (CTI) de América Latina y el Caribe. Un estudio desde la altmetría","C Calisto-Breiding, P Peña-Pallauta, P Arellano-Rojas","Información, cultura y sociedad, 75-94, 2021"
"Transformando la evaluación científica en las políticas de Ciencia, Tecnología e Innovación (CTI) de América Latina y el Caribe. Un estudio desde la altmetría","P Peña-Pallauta, C Calisto-Breiding, P Arellano-Rojas","Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto de …, 2021"
“Library and Information Science” Literature in Web of Science: What a Decade Tells Us About Scholarly Collaboration in the Field (2007-2016),"KM Thompson, K Garrison, C Santelices-Werchez, P Arellano-Rojas, ...","E-Ciencias de la Información 10 (2), 75-99, 2020"
Literatura sobre “Bibliotecología y Ciencias de la Información” en Web of Science: Qué nos dice una década sobre la colaboración académica en el campo (2007-2016),"DRL Kim M. Thompson , Kasey Garrison , Carolina Santelices-Werchez , Paulina ...","e-Ciencias de la Información 10 (2), 2020"
SCIENTIFIC OUTPUT IN EDUCATION IN INSTITUTIONS BELOGING TO THE ASSOCIATION OF UNIVERSITIES OF THE MONTEVIDEO GROUP (AUMG),"C Santelices Werchez, P Arellano Rojas, D Reyes Lillo, ...","REVISTA ESTUDIOS HEMISFERICOS Y POLARES 7 (4), 101-113, 2016"
Producción científica sobre educación en instituciones pertenecientes a la Asociación de Universidades del Grupo Montevideo (AUGM),"CS Werchez, PA Rojas, DR Lillo, CG Bastías","Revista Estudios Hemisféricos y Polares 7 (4), 101-113, 2016"
Incidencia de la cultura organizacional de la Universidad de Playa Ancha en el desempeño de sus investigadores: Una mirada desde la Vigilancia Científica,P Arellano-Rojas,"Universidad de Playa Ancha, 2015"
Historiales Clínicos en el Centro de Salud Familiar Eduardo Frei Ruiz – Tagle  de Villa Alemana:  Estudio de su manejo y gestión.,"N Aracena, P Arellano-Rojas, F Carneiro","Universidad de Playa Ancha, 2013"
Functions of Free Software for Technology Watch,P ARELLANO-ROJAS,"Palabra Clave (La Plata); v. 8 n. 1 (2018); e055 24 (2), 0"
Media and information literacy of older people in Chile: guidance based on their daily needs and interests in the context of COVID-19,"P ARELLANO-ROJAS, C CALISTO-BREIDING, ...","Palabra Clave (La Plata); Vol. 11 N. º 2 (2022); e154 24 (2), 0"
Inclusión del uso de las tecnologías de información y comunicación mediante utilización de un nuevo sistema educacional basado en un Plan de Experiencias. Formativas (pef),AA González Grez,"Memorias 13 (24), 11-19, 2015"
Experiencias de Innovación Digital en Espacios Educativos,"CRF Antonio González Grez Grezan, Carolina Alburquenque Campos, Victor ...","https://drive.google.com/file/d/1J31Xg9uoLu_kcAOTdI2wAefAMbaTXqqr/view?usp …, 2021"
Fundamentos y diseño de un ecosistema digital de apoyo a la docencia,AG Grez,"Memorias CIEE Tecnológico de Monterrey, México | https://bit.ly/2z1Xd4M …, 2019"
Fundamentos y diseño de un ecosistema Digital de Apoyo a la Docencia,AG Grez,"Congreso Internacional de Innovación Educativa CIIE 8 (Gestión de la …, 2019"
La Generación Dactilar y las dificultades conductuales en los procesos de aprendizaje,HPZ Antonio González Grez,"𝗘-𝗱𝘂𝗰𝗮𝗱𝗼𝗿𝗲𝘀 𝗱𝗲𝗹 𝗺𝘂𝗻𝗱𝗼 𝗿𝗲𝘃𝗶𝘀𝘁𝗮 𝘁𝗲𝗹𝗲𝗰𝗼𝗹𝗮𝗯𝗼𝗿𝗮𝘁𝗶𝘃𝗮 𝗶𝗻𝘁𝗲𝗿𝗻𝗮𝗰𝗶𝗼𝗻𝗮𝗹 1 (2), https …, 2018"
"Educación y Tecnología ""Una mirada desde la investigación e Innovación"" ISBN: 978-956-393-378-9",AG Grez,"Educación y Tecnología: una mirada desde la Investigación e innovación 2 …, 2018"
Experiencias Innovadoras de Aprendizaje Habilitadas/Mediadas por TIC,SL Antonio González Grez,"978-84-16784-88-2 1 (1), https://bit.ly/2MmNV4L, 2017"
Guide Chilean Biotechnology Companies / ISBN: 978-956-368-631-9,AG Grez,"Guide Chilean Biotechnology Companies / ISBN: 978-956-368-631-9 1 (https …, 2017"
El Patrimonio cultural al servicio de prácticas de Educación Permanente en entornos barriales. El caso de Playa Ancha-Valparaíso,MA Muñoz-del Campo,"Revista RedCA 4 (10), 25-50, 2021"
"Registro y valoración del Patrimonio Arquitectónico de Playa Ancha, una experiencia de investigación formativa","MAM del Campo, VH Acuña","Revista RedCA 4 (12), 44-72, 2022"
COVID-19: Desafíos de la Infraestructura Regional Universitaria en Chile,MM del Campo,"Revista de Investigación Científica y Tecnológica 5 (1), 54-68, 2021"
La dimensión humana y pública de los espacios y el aprendizaje culturalmente significativo,MAHM del Campo,"Revista de Investigación Científica y Tecnológica 2 (1), 77-91, 2018"
LUGARIZACIÓN Y EDUCACIÓN PERMANENTE PARA LA PUESTA EN VALOR DEL PATRIMONIO CULTURAL,MM Del Campo,"VALPARA O COMO OEO DE E UD O PA R MO AL REPRE E AC OE, MED AC OE RECO OC MEO …, 0"
La Situación de la Docencia Superior y la Irrupción de la Educación en Red,"ET Hoy, EP Astudillo, FG Araya","Revista Imago, 24-41, 2015"
EVUlution Edición No. 11,"LM Peña-Hernández, G Martínez-García, FA González-Araya, ...",
COVID 19 AND HIGHER EDUATION: CHALLENGES AND POSSIBILITIES IN THE TRANSITION TO ONLINE EDUCATION IN LATIN AMERICA,"KARP Juan José Augusto Moyano Muñoz, Danny Barbery M, Fabián González Araya ...","Journal of Language and Linguistic Studies 18 (2), 564-578, 2022"
DESPLAZAMIENTOS: LOS IMAGINARIOS DE LA TRAVESÍA DE JEAN EN CIUDAD BERRACA Y OBAMA DE EL METRO,L Salinas Herrera,"Revista de Letras UNESP 59 (1), 97-113, 2020"
REPRESENTACIONES LITERARIAS DE PRINCESAS AFRICANAS ESCLAVIZADAS EN LA ÉPOCA DE LA COLONIA LATINOAMERICANA EN DOS NOVELAS: AFUERA CRECE UN MUNDO (2017) DE ADELAIDA FERNÁNDEZ …,"L Salinas Herrera, DN dos Santos","Revista de Letras UNESP 60 (1), 75-92, 2021"
Literary representations of slaved African princesses in Latinamerican colonial era in two novels: Adelaida Fernandez Ochoa's Afuera Crece un Mundo (2017) and Ricardo Gattini's …,"LS Herrera, DN Dos Santos","REVISTA DE LETRAS 60 (1), 75-92, 2020"
AFRO-FEMINISMOS E IDENTIDADES EN EL BARCO DE ÉBANO DE RICARDO GATTINI,LS Herrera,"Communitas 3 (6), 326-328, 2019"
Memorias y transformación de la identidad de lisette en la novela rosalía la infame de évelyne trouillot,L Salinas Herrera,"Universum (Talca) 34 (2), 61-77, 2019"
Implementación del diálogo pedagógico como estrategia metodológica que contribuye al desarrollo del pensamiento reflexivo en la formación inicial docente,"ED Suazo, CG Nuñez","Cuaderno de Pedagogía Universitaria 18 (36), 42-54, 2021"
"El pensamiento reflexivo, una competencia esencial en la formación inicial docente. Evidencias de una investigación-acción",EL Díaz Suazo,"Universitat de Girona, 2021"
"Pensamiento reflexivo docente, una competencia esencial en la formación inicial docente. Evidencias de una investigación-acción",ED Suazo,"Universitat de Girona, 2021"
Reflective thinking considered an essential competence in initial teacher training: Evidence from an action research study,ED Suazo,"III Conference of Pre-doctoral Researchers Abstract Book, 67, 2020"
"Reflective Thinking, A New Skill in English Pedagogy Curriculum at Playa Ancha’s University","E Diaz-Suazo, A Vasquez","Journal of Education & Social Policy 6 (1), 84-86, 2019"
EDUCATIONIS MOMENTUM,"ES Insúa, CGN Castillo, ED Suazo",
Percepción sobre Plataformas Digitales como recurso de aprendizaje en estudiantes de Fonoaudiología,"MFA Vizcaíno, MPG Vega, CA Campos, JS Tavilo, ASP López","Trends and challenges in higher education in Latin America, 94, 2018"
Percepción sobre las TIC como recurso de aprendizaje en estudiantes de Enfermería,"MPG Vega, CA Campos, JS Tavilo, MFA Vizcaíno","Books of abstracts CIVINEDU 2017: 1st International Virtual Conference on …, 2017"
EVALUACIÓN DE LAS TASAS DE PRODUCCIÓN DE BIOGÁS AL AÑADIR BACTERIAS FACULTATIVAS A PURINES BOVINOS CON EL FIN DE DETERMINAR SI ES POSIBLE SU USO COMO COMBUSTIBLE EN REEMPLAZO …,"NFC VERA, VG Escalante, XE Ortiz","Universidad de Playa Ancha, 2016"
METODOLOGÍA DE ENSEÑANZA ACTIVA PARA MEJORAR EL RENDIMIENTO ACADÉMICO Y EL DESARROLLO DE COMPETENCIAS EN TERMODINÁMICA A NIVEL DE PREGRADO EN CARRERAS DE INGENIERÍA,"XE Ortiz, RS Córdova, EL Donoso",
SEMIÓTICA DE LA INTERTEMPORALIDAD EN MEDIOS VIDEO-LÚDICOS. APLICACIÓN DE MATRIZ DE ANÁLISIS,"C Parra-Bravo, A Arros-Aravena","Augusto Guzzo Revista Acadêmica 1 (23), 41-58, 2019"
Semiótica de la intertemporalidad en medios videolúdicos. Propuesta de una matriz de análisis,CF Parra,"Servicio Editorial de la Universidad del País Vasco/Euskal Herriko …, 2018"
"Códigos Culturales en la Imagen Publicitaria, la Estructura de la Imagen en la Publicidad de Retail",C Parra,"Revista Imago, 90-103, 2015"
EVUlution Edición No. 11,"LM Peña-Hernández, G Martínez-García, FA González-Araya, ...",
Diseño de recursos digitales para la enseñanza del idioma inglés,RRF de la Vall,"II Seminario Internacional Innovación Digital en Espacios Educativos SIIDEE, 2022"
Designing personalized instructional sequences for EFL self-learning.,RRF de la Vall,"VII Jornadas Doctorales Universidad de Murcia, 2022"
Principles of adaptive instructional design for EFL self-study,RRF de la Vall,"Study that aims to review and analyze the research carried out in the field …, 2022"
3rd INTERNATIONAL ONLINE CONFERENCE “NEW TRENDS IN FOREIGN LANGUAGE TEACHING”,MR Cecilia,
Online EFL Course Design and Implementation Based on a Communicative Approach Model,RRF de la Vall,"Universidad de Playa Ancha, 2021"
A rapid instructional design methodology to virtualize English courses using PPP sequence and open resources.,RRF de la Vall,"New Trends In Foreign Language Teaching., 2021"
Tecnología Text-to-Speech para Mejorar la Pronunciación del Inglés,RRF de la Vall,"https://www.academia.edu/42078006/Tecnolog%C3%ADa_Text-to …, 2019"
"SOFTWARE EDUCATIVO: UNA HERRAMIENTA QUE FACILITA LA COMUNICACIÓN, LA INTERACCIÓN Y EL APRENDIZAJE SIGNIFICATIVO",RRF de la Vall,"Trabajo para asignatura de Magíster en Comunicación Educativa mención TIC., 2004"
Modelo de Comunicación en Redes,MR Torres,
Evaluación e innovación del proceso de enseñanza-aprendizaje del Inglés mediado por computadoras: El caso de la Escuela Juan Montedónico,RRF de la Vall,
Innovación Social: una experiencia de trabajo colectivo entre la Universidad de Playa Ancha y su territorio,PA Retamal Canto,"Centro de Estudio Sociales. Universidad Nacional del Nordeste, 2016"
DIáLOGOS NEGATIVOS,MJ Islas,"Universidad de Playa Ancha, 2013"
Diálogos negativos: Anotaciones sobre el montaje de Medea Okupa.,MJ Islas,"Calle 14: Revista de investigación en el campo del arte 7 (10), 115-127, 2013"
